ST,ET,jobID,taskID,mean cpu usage,canonical memory usage,disk io,disk space
474000000000,474300000000,3727144341,8,0.02161,0.002827,2.098e-05,0.0
474300000000,474600000000,3727144341,8,0.0238,0.002975,2.861e-05,0.0
474600000000,474900000000,3727144341,8,0.02298,0.002872,1.049e-05,0.0
474900000000,475200000000,3727144341,8,0.02493,0.002956,1.431e-05,0.0
475200000000,475500000000,3727144341,8,0.025419999999999998,0.00296,1.431e-05,0.0
475500000000,475800000000,3727144341,8,0.02905,0.003029,1.24e-05,0.0
475800000000,476100000000,3727144341,8,0.028110000000000003,0.0033420000000000004,9.537e-06,0.0
476100000000,476400000000,3727144341,8,0.027530000000000002,0.0032310000000000004,8.582999999999999e-06,0.0
476400000000,476700000000,3727144341,8,0.029660000000000002,0.003159,1.621e-05,0.0
476700000000,477000000000,3727144341,8,0.03387,0.003193,2.098e-05,0.0
477000000000,477300000000,3727144341,8,0.03229,0.00312,1.24e-05,0.0
477300000000,477600000000,3727144341,8,0.033510000000000005,0.0031850000000000003,1.717e-05,0.0
477600000000,477900000000,3727144341,8,0.03223,0.0033229999999999996,2.289e-05,0.0
477900000000,478200000000,3727144341,8,0.03864,0.003361,8.582999999999999e-06,0.0
478200000000,478500000000,3727144341,8,0.03815,0.0033840000000000003,2.956e-05,0.0
478500000000,478800000000,3727144341,8,0.035519999999999996,0.0034289999999999998,2.289e-05,0.0
478800000000,479100000000,3727144341,8,0.03583,0.003357,1.335e-05,0.0
479100000000,479400000000,3727144341,8,0.039310000000000005,0.003426,2.289e-05,0.0
479400000000,479700000000,3727144341,8,0.03961,0.0034289999999999998,2.575e-05,0.0
479700000000,480000000000,3727144341,8,0.042480000000000004,0.003433,1.144e-05,0.0
480000000000,480300000000,3727144341,8,0.04315,0.0034100000000000003,2.289e-05,0.0
480300000000,480600000000,3727144341,8,0.0462,0.0033909999999999995,2.003e-05,0.0
480600000000,480900000000,3727144341,8,0.053470000000000004,0.0034939999999999997,1.335e-05,0.0
480900000000,481200000000,3727144341,8,0.05103,0.0037689999999999998,1.335e-05,0.0
481200000000,481500000000,3727144341,8,0.057370000000000004,0.0037920000000000002,1.717e-05,0.0
481500000000,481800000000,3727144341,8,0.05591,0.00367,1.431e-05,0.0
481800000000,482100000000,3727144341,8,0.056639999999999996,0.003693,1.24e-05,0.0
482100000000,482400000000,3727144341,8,0.057620000000000005,0.003647,1.621e-05,0.0
482400000000,482700000000,3727144341,8,0.06287000000000001,0.003662,1.431e-05,0.0
482700000000,483000000000,3727144341,8,0.06348,0.003807,2.6700000000000002e-05,0.0
483000000000,483300000000,3727144341,8,0.062189999999999995,0.003811,1.335e-05,0.0
483300000000,483600000000,3727144341,8,0.06299,0.0037840000000000005,2.098e-05,0.0
483600000000,483900000000,3727144341,8,0.06787,0.003922,2.289e-05,0.0
483900000000,484200000000,3727144341,8,0.06812,0.004013,1.526e-05,0.0
484200000000,484500000000,3727144341,8,0.07092000000000001,0.004044,2.766e-05,0.0
484500000000,484800000000,3727144341,8,0.07092000000000001,0.004065999999999999,1.621e-05,0.0
484800000000,485100000000,3727144341,8,0.07178,0.004028,2.384e-05,0.0
485100000000,485400000000,3727144341,8,0.0741,0.003967,2.193e-05,0.0
485400000000,485700000000,3727144341,8,0.07825,0.003952000000000001,1.335e-05,0.0
485700000000,485914000000,3727144341,8,0.07617,0.00386,1.431e-05,0.0
485914000000,486000000000,3727144341,8,0.07275,0.003887,5.436e-05,0.0
486000000000,486118000000,3727144341,8,0.07349,0.0037990000000000003,2.766e-05,0.0
486118000000,486131000000,3727144341,8,0.07397000000000001,0.003872,9.918e-05,0.0
486131000000,486300000000,3727144341,8,0.08423,0.0038380000000000003,2.48e-05,0.0
486300000000,486417000000,3727144341,8,0.08142,0.003822,9.537e-06,0.0
486417000000,486528000000,3727144341,8,0.08765,0.0039369999999999995,3.433e-05,0.0
486528000000,486600000000,3727144341,8,0.09167,0.00415,4.768e-06,0.0
486600000000,486900000000,3727144341,8,0.08081,0.004044,2.003e-05,0.0
486900000000,487142000000,3727144341,8,0.08032,0.003944,1.24e-05,0.0
487142000000,487200000000,3727144341,8,0.08337,0.003967,3.529e-05,0.0
487200000000,487356000000,3727144341,8,0.0835,0.003952000000000001,1.049e-05,0.0
487356000000,487500000000,3727144341,8,0.08678999999999999,0.004074,2.384e-05,0.0
487500000000,487800000000,3727144341,8,0.08374,0.003975,1.144e-05,0.0
487800000000,488100000000,3727144341,8,0.08154,0.003922,2.289e-05,0.0
488100000000,488400000000,3727144341,8,0.09058,0.003944,1.144e-05,0.0
488400000000,488626000000,3727144341,8,0.0885,0.00396,1.431e-05,0.0
488626000000,488699000000,3727144341,8,0.09009,0.003899,4.768e-06,0.0
488699000000,488700000000,3727144341,8,0.1133,0.004013,0.0,0.0
488700000000,488934000000,3727144341,8,0.08972000000000001,0.0039369999999999995,1.24e-05,0.0
488934000000,489000000000,3727144341,8,0.08179,0.0039829999999999996,1.812e-05,0.0
489000000000,489300000000,3727144341,8,0.0907,0.003967,8.582999999999999e-06,0.0
489300000000,489600000000,3727144341,8,0.08472,0.003929,1.812e-05,0.0
489600000000,489900000000,3727144341,8,0.09094,0.003929,2.003e-05,0.0
489900000000,490200000000,3727144341,8,0.08887,0.003906,1.621e-05,0.0
490200000000,490500000000,3727144341,8,0.08496000000000001,0.0038829999999999997,2.6700000000000002e-05,0.0
490500000000,490800000000,3727144341,8,0.09302,0.004005,1.621e-05,0.0
490800000000,491100000000,3727144341,8,0.09009,0.004021,1.526e-05,0.0
491100000000,491400000000,3727144341,8,0.09436,0.004128,1.812e-05,0.0
491400000000,491700000000,3727144341,8,0.09326,0.004097,2.193e-05,0.0
491700000000,492000000000,3727144341,8,0.09534,0.003998,2.003e-05,0.0
492000000000,492300000000,3727144341,8,0.09607,0.004105,2.766e-05,0.0
492300000000,492600000000,3727144341,8,0.0979,0.004272,1.049e-05,0.0
492600000000,492900000000,3727144341,8,0.09998,0.00415,2.384e-05,0.0
492900000000,493200000000,3727144341,8,0.09485,0.00399,1.621e-05,0.0
493200000000,493500000000,3727144341,8,0.09875,0.003967,1.812e-05,0.0
493500000000,493800000000,3727144341,8,0.09961,0.00396,1.717e-05,0.0
493800000000,494100000000,3727144341,8,0.09961,0.004028,1.907e-05,0.0
494100000000,494400000000,3727144341,8,0.09777999999999999,0.004005,2.003e-05,0.0
494400000000,494700000000,3727144341,8,0.1029,0.004089,2.384e-05,0.0
494700000000,495000000000,3727144341,8,0.1056,0.00425,1.431e-05,0.0
495000000000,495300000000,3727144341,8,0.1039,0.004196,2.003e-05,0.0
495300000000,495600000000,3727144341,8,0.1047,0.004135,3.147e-05,0.0
495600000000,495900000000,3727144341,8,0.1075,0.004181,1.335e-05,0.0
495900000000,496200000000,3727144341,8,0.1055,0.004196,2.098e-05,0.0
496200000000,496500000000,3727144341,8,0.1101,0.004242,9.537e-06,0.0
496500000000,496800000000,3727144341,8,0.1161,0.004204,1.335e-05,0.0
496800000000,497100000000,3727144341,8,0.1246,0.004379,9.537e-06,0.0
497100000000,497400000000,3727144341,8,0.1219,0.004272,1.431e-05,0.0
497400000000,497700000000,3727144341,8,0.1257,0.004379,2.861e-05,0.0
497700000000,498000000000,3727144341,8,0.12,0.004379,8.582999999999999e-06,0.0
498000000000,498300000000,3727144341,8,0.1047,0.004128,4.768e-06,0.0
498300000000,498600000000,3727144341,8,0.1182,0.00428,1.049e-05,0.0
498600000000,498900000000,3727144341,8,0.1206,0.004234,1.144e-05,0.0
498900000000,499200000000,3727144341,8,0.1125,0.004211,1.717e-05,0.0
499200000000,499500000000,3727144341,8,0.1163,0.004265,2.098e-05,0.0
499500000000,499800000000,3727144341,8,0.1161,0.004135,1.144e-05,0.0
499800000000,500100000000,3727144341,8,0.1168,0.0043560000000000005,2.098e-05,0.0
500100000000,500400000000,3727144341,8,0.11900000000000001,0.004318,1.431e-05,0.0
500400000000,500700000000,3727144341,8,0.12300000000000001,0.004340999999999999,1.907e-05,0.0
500700000000,501000000000,3727144341,8,0.1265,0.004417,1.812e-05,0.0
501000000000,501300000000,3727144341,8,0.1335,0.004517,1.812e-05,0.0
501300000000,501600000000,3727144341,8,0.1222,0.0043950000000000005,2.003e-05,0.0
501600000000,501900000000,3727144341,8,0.1262,0.0044329999999999994,2.193e-05,0.0
501900000000,502200000000,3727144341,8,0.1162,0.004311,1.717e-05,0.0
502200000000,502500000000,3727144341,8,0.1246,0.004340999999999999,1.812e-05,0.0
502500000000,502800000000,3727144341,8,0.1194,0.004456,1.335e-05,0.0
502800000000,503100000000,3727144341,8,0.1118,0.004219,2.575e-05,0.0
503100000000,503400000000,3727144341,8,0.1255,0.004340999999999999,1.812e-05,0.0
503400000000,503700000000,3727144341,8,0.1506,0.0043490000000000004,1.24e-05,0.0
503700000000,504000000000,3727144341,8,0.1575,0.004501,2.098e-05,0.0
504000000000,504300000000,3727144341,8,0.1482,0.004471,1.431e-05,0.0
504300000000,504600000000,3727144341,8,0.147,0.0044859999999999995,1.621e-05,0.0
504600000000,504900000000,3727144341,8,0.1514,0.0046159999999999994,1.907e-05,0.0
504900000000,505200000000,3727144341,8,0.1562,0.004807,8.582999999999999e-06,0.0
505200000000,505500000000,3727144341,8,0.1516,0.0046619999999999995,1.621e-05,0.0
505500000000,505800000000,3727144341,8,0.1494,0.0046229999999999995,1.907e-05,0.0
505800000000,506100000000,3727144341,8,0.1458,0.0046689999999999995,1.812e-05,0.0
506100000000,506400000000,3727144341,8,0.1421,0.004425,2.098e-05,0.0
506400000000,506700000000,3727144341,8,0.1499,0.004501,1.335e-05,0.0
506700000000,507000000000,3727144341,8,0.1553,0.004654,1.24e-05,0.0
507000000000,507300000000,3727144341,8,0.155,0.004631000000000001,1.24e-05,0.0
507300000000,507600000000,3727144341,8,0.1533,0.0046619999999999995,7.629e-06,0.0
507600000000,507900000000,3727144341,8,0.1538,0.00457,2.575e-05,0.0
507900000000,508200000000,3727144341,8,0.1597,0.004501,1.049e-05,0.0
508200000000,508500000000,3727144341,8,0.1516,0.004555,2.098e-05,0.0
508500000000,508800000000,3727144341,8,0.1582,0.004608,2.289e-05,0.0
508800000000,509100000000,3727144341,8,0.1577,0.004517,2.098e-05,0.0
509100000000,509400000000,3727144341,8,0.1636,0.004562,1.621e-05,0.0
509400000000,509700000000,3727144341,8,0.1531,0.004547,1.24e-05,0.0
509700000000,510000000000,3727144341,8,0.1526,0.004501,1.144e-05,0.0
510000000000,510300000000,3727144341,8,0.1458,0.004417,1.431e-05,0.0
510300000000,510600000000,3727144341,8,0.1621,0.004417,9.537e-06,0.0
510600000000,510900000000,3727144341,8,0.1545,0.0044329999999999994,1.24e-05,0.0
510900000000,511200000000,3727144341,8,0.1567,0.004547,1.717e-05,0.0
511200000000,511500000000,3727144341,8,0.1519,0.004539,3.242e-05,0.0
511500000000,511800000000,3727144341,8,0.1643,0.004631000000000001,2.098e-05,0.0
511800000000,512100000000,3727144341,8,0.1545,0.004631000000000001,1.049e-05,0.0
512100000000,512400000000,3727144341,8,0.1499,0.004517,2.6700000000000002e-05,0.0
512400000000,512700000000,3727144341,8,0.1548,0.004555,2.6700000000000002e-05,0.0
512700000000,513000000000,3727144341,8,0.1531,0.004478,1.144e-05,0.0
513000000000,513300000000,3727144341,8,0.1492,0.004639,6.676e-06,0.0
513300000000,513600000000,3727144341,8,0.1504,0.004555,1.812e-05,0.0
513600000000,513900000000,3727144341,8,0.1599,0.004799,1.335e-05,0.0
513900000000,514200000000,3727144341,8,0.1506,0.004608,1.335e-05,0.0
514200000000,514500000000,3727144341,8,0.1555,0.004555,2.575e-05,0.0
514500000000,514800000000,3727144341,8,0.1516,0.0046619999999999995,1.24e-05,0.0
514800000000,515100000000,3727144341,8,0.1438,0.0044859999999999995,3.242e-05,0.0
515100000000,515400000000,3727144341,8,0.1492,0.004501,2.003e-05,0.0
515400000000,515700000000,3727144341,8,0.1509,0.004494,2.384e-05,0.0
515700000000,516000000000,3727144341,8,0.1531,0.004601,1.812e-05,0.0
516000000000,516300000000,3727144341,8,0.1567,0.004539,1.144e-05,0.0
516300000000,516600000000,3727144341,8,0.1533,0.004517,2.098e-05,0.0
516600000000,516900000000,3727144341,8,0.1606,0.0046229999999999995,9.537e-06,0.0
516900000000,517200000000,3727144341,8,0.1616,0.004631000000000001,1.717e-05,0.0
517200000000,517500000000,3727144341,8,0.1526,0.004631000000000001,1.907e-05,0.0
517500000000,517800000000,3727144341,8,0.14400000000000002,0.00441,3.719e-05,0.0
517800000000,518100000000,3727144341,8,0.1465,0.004333,3.242e-05,0.0
518100000000,518400000000,3727144341,8,0.1399,0.004318,1.526e-05,0.0
518400000000,518700000000,3727144341,8,0.1648,0.0045780000000000005,1.717e-05,0.0
518700000000,519000000000,3727144341,8,0.1533,0.0045320000000000004,1.717e-05,0.0
519000000000,519300000000,3727144341,8,0.165,0.004654,1.717e-05,0.0
519300000000,519600000000,3727144341,8,0.158,0.004517,2.575e-05,0.0
519600000000,519900000000,3727144341,8,0.1401,0.004386999999999999,1.621e-05,0.0
519900000000,520200000000,3727144341,8,0.14400000000000002,0.0045320000000000004,1.907e-05,0.0
520200000000,520500000000,3727144341,8,0.1399,0.00441,1.717e-05,0.0
520500000000,520800000000,3727144341,8,0.1309,0.0043490000000000004,6.676e-06,0.0
520800000000,521100000000,3727144341,8,0.1348,0.004509,1.812e-05,0.0
521100000000,521400000000,3727144341,8,0.1333,0.0044399999999999995,2.6700000000000002e-05,0.0
521400000000,521700000000,3727144341,8,0.1372,0.0043560000000000005,1.24e-05,0.0
521700000000,522000000000,3727144341,8,0.1323,0.004333,2.098e-05,0.0
522000000000,522300000000,3727144341,8,0.1399,0.0043560000000000005,2.48e-05,0.0
522300000000,522600000000,3727144341,8,0.1377,0.004456,8.582999999999999e-06,0.0
522600000000,522900000000,3727144341,8,0.1379,0.004524,1.431e-05,0.0
522900000000,523200000000,3727144341,8,0.1304,0.004425,2.766e-05,0.0
523200000000,523500000000,3727144341,8,0.1267,0.004448,2.193e-05,0.0
523500000000,523800000000,3727144341,8,0.1313,0.004417,1.526e-05,0.0
523800000000,524100000000,3727144341,8,0.1277,0.004318,3.147e-05,0.0
524100000000,524400000000,3727144341,8,0.1246,0.0044399999999999995,9.537e-06,0.0
524400000000,524700000000,3727144341,8,0.1255,0.004501,2.48e-05,0.0
524700000000,525000000000,3727144341,8,0.1252,0.004379,2.6700000000000002e-05,0.0
525000000000,525300000000,3727144341,8,0.1152,0.0043490000000000004,1.144e-05,0.0
525300000000,525600000000,3727144341,8,0.1217,0.004234,1.621e-05,0.0
525600000000,525900000000,3727144341,8,0.1132,0.004181,2.003e-05,0.0
525900000000,526200000000,3727144341,8,0.1167,0.004227000000000001,3.052e-05,0.0
526200000000,526500000000,3727144341,8,0.1357,0.004417,1.431e-05,0.0
526500000000,526800000000,3727144341,8,0.1232,0.004364,2.098e-05,0.0
526800000000,527100000000,3727144341,8,0.1156,0.00425,1.717e-05,0.0
527100000000,527400000000,3727144341,8,0.1129,0.00425,1.907e-05,0.0
527400000000,527700000000,3727144341,8,0.1085,0.004173,1.717e-05,0.0
527700000000,528000000000,3727144341,8,0.1202,0.00415,1.621e-05,0.0
528000000000,528300000000,3727144341,8,0.1138,0.004173,2.003e-05,0.0
528300000000,528600000000,3727144341,8,0.1111,0.004333,1.24e-05,0.0
528600000000,528900000000,3727144341,8,0.1051,0.004219,2.766e-05,0.0
528900000000,529200000000,3727144341,8,0.1031,0.00415,1.24e-05,0.0
529200000000,529500000000,3727144341,8,0.09607,0.004013,3.719e-05,0.0
529500000000,529800000000,3727144341,8,0.1017,0.004219,2.003e-05,0.0
529800000000,530100000000,3727144341,8,0.09631,0.00415,1.907e-05,0.0
530100000000,530400000000,3727144341,8,0.08899,0.004082,1.812e-05,0.0
530400000000,530700000000,3727144341,8,0.09192,0.004044,1.049e-05,0.0
530700000000,531000000000,3727144341,8,0.09387000000000001,0.004065999999999999,2.48e-05,0.0
531000000000,531300000000,3727144341,8,0.09644,0.004111999999999999,2.384e-05,0.0
531300000000,531600000000,3727144341,8,0.08801,0.004059,7.629e-06,0.0
531600000000,531900000000,3727144341,8,0.09192,0.004028,1.526e-05,0.0
531900000000,532106000000,3727144341,8,0.08435,0.003975,1.526e-05,0.0
532106000000,532122000000,3727144341,8,0.09033,0.0038759999999999997,8.582999999999999e-06,0.0
532122000000,532200000000,3727144341,8,0.08838,0.003922,3.624e-05,0.0
532200000000,532500000000,3727144341,8,0.09253,0.003944,1.144e-05,0.0
532500000000,532800000000,3727144341,8,0.08521000000000001,0.003906,8.582999999999999e-06,0.0
532800000000,533100000000,3727144341,8,0.08288999999999999,0.0038909999999999995,1.717e-05,0.0
533100000000,533340000000,3727144341,8,0.08532999999999999,0.003906,1.717e-05,0.0
533340000000,533400000000,3727144341,8,0.08447,0.003899,6.676e-06,0.0
533400000000,533460000000,3727144341,8,0.0907,0.0038909999999999995,1.907e-06,0.0
533460000000,533700000000,3727144341,8,0.08227999999999999,0.003868,1.621e-05,0.0
533700000000,534000000000,3727144341,8,0.07959,0.003815,2.289e-05,0.0
534000000000,534300000000,3727144341,8,0.08765,0.004272,1.526e-05,0.0
534300000000,534600000000,3727144341,8,0.07947,0.004173,1.812e-05,0.0
534600000000,534900000000,3727144341,8,0.07458,0.004005,1.526e-05,0.0
534900000000,535200000000,3727144341,8,0.07349,0.00399,1.24e-05,0.0
535200000000,535323000000,3727144341,8,0.07324,0.0039369999999999995,2.861e-05,0.0
535323000000,535335000000,3727144341,8,0.06921000000000001,0.003872,6.676e-06,0.0
535335000000,535346000000,3727144341,8,0.06713999999999999,0.003922,0.0,0.0
535346000000,535366000000,3727144341,8,0.06763,0.003887,3.815e-06,0.0
535366000000,535500000000,3727144341,8,0.07544,0.003914,2.766e-05,0.0
535500000000,535800000000,3727144341,8,0.0719,0.003929,1.621e-05,0.0
535800000000,536100000000,3727144341,8,0.06641,0.0038829999999999997,1.144e-05,0.0
536100000000,536400000000,3727144341,8,0.06421,0.003807,2.6700000000000002e-05,0.0
536400000000,536700000000,3727144341,8,0.060360000000000004,0.003788,1.907e-05,0.0
536700000000,537000000000,3727144341,8,0.061220000000000004,0.0038299999999999996,3.815e-06,0.0
537000000000,537300000000,3727144341,8,0.06323,0.004242,8.582999999999999e-06,0.0
537300000000,537600000000,3727144341,8,0.055479999999999995,0.004013,6.676e-06,0.0
537600000000,537900000000,3727144341,8,0.0553,0.003922,6.676e-06,0.0
537900000000,538200000000,3727144341,8,0.05359,0.003868,7.629e-06,0.0
538200000000,538500000000,3727144341,8,0.054079999999999996,0.003807,3.815e-06,0.0
538500000000,538800000000,3727144341,8,0.0564,0.003819,1.335e-05,0.0
538800000000,539100000000,3727144341,8,0.05255,0.00375,1.144e-05,0.0
539100000000,539400000000,3727144341,8,0.054020000000000006,0.0037,1.812e-05,0.0
539400000000,539700000000,3727144341,8,0.05164,0.003857,1.621e-05,0.0
539700000000,540000000000,3727144341,8,0.044430000000000004,0.003754,2.384e-05,0.0
540000000000,540300000000,3727144341,8,0.04871,0.003796,3.338e-05,0.0
540300000000,540600000000,3727144341,8,0.04602,0.003815,1.049e-05,0.0
540600000000,540900000000,3727144341,8,0.04639,0.0037649999999999997,1.526e-05,0.0
540900000000,541200000000,3727144341,8,0.04297,0.003708,1.717e-05,0.0
541200000000,541500000000,3727144341,8,0.04382,0.003662,1.526e-05,0.0
541500000000,541800000000,3727144341,8,0.04303,0.0036009999999999996,2.48e-05,0.0
541800000000,542100000000,3727144341,8,0.03918,0.003532,1.24e-05,0.0
542100000000,542400000000,3727144341,8,0.04108,0.003536,9.537e-06,0.0
542400000000,542700000000,3727144341,8,0.04211,0.003571,2.48e-05,0.0
542700000000,543000000000,3727144341,8,0.03967,0.0035549999999999996,3.242e-05,0.0
543000000000,543300000000,3727144341,8,0.03845,0.0035020000000000003,1.431e-05,0.0
543300000000,543600000000,3727144341,8,0.03729,0.003475,2.384e-05,0.0
543600000000,543900000000,3727144341,8,0.0329,0.0034219999999999997,2.098e-05,0.0
543900000000,544200000000,3727144341,8,0.03528,0.003437,1.812e-05,0.0
544200000000,544500000000,3727144341,8,0.03223,0.0034219999999999997,1.812e-05,0.0
544500000000,544800000000,3727144341,8,0.03149,0.003319,1.431e-05,0.0
544800000000,545100000000,3727144341,8,0.03137,0.003296,2.956e-05,0.0
545100000000,545400000000,3727144341,8,0.02808,0.003242,2.289e-05,0.0
545400000000,545700000000,3727144341,8,0.030610000000000002,0.003208,1.526e-05,0.0
545700000000,546000000000,3727144341,8,0.029330000000000002,0.0031550000000000003,5.7220000000000004e-06,0.0
546000000000,546300000000,3727144341,8,0.0271,0.003101,2.289e-05,0.0
546300000000,546600000000,3727144341,8,0.02539,0.002991,1.049e-05,0.0
546600000000,546900000000,3727144341,8,0.027589999999999996,0.003124,1.526e-05,0.0
546900000000,547200000000,3727144341,8,0.0271,0.0032270000000000003,1.907e-05,0.0
547200000000,547500000000,3727144341,8,0.024319999999999998,0.0031780000000000003,2.6700000000000002e-05,0.0
547500000000,547800000000,3727144341,8,0.02304,0.003075,9.537e-06,0.0
547800000000,548100000000,3727144341,8,0.02521,0.003109,3.052e-05,0.0
548100000000,548400000000,3727144341,8,0.02545,0.0033,7.629e-06,0.0
548400000000,548700000000,3727144341,8,0.02487,0.0032689999999999998,1.335e-05,0.0
548700000000,549000000000,3727144341,8,0.02609,0.0032229999999999997,1.049e-05,0.0
549000000000,549300000000,3727144341,8,0.02502,0.003159,1.431e-05,0.0
549300000000,549600000000,3727144341,8,0.023219999999999998,0.0030440000000000003,5.7220000000000004e-06,0.0
549600000000,549900000000,3727144341,8,0.023190000000000002,0.0030210000000000002,1.049e-05,0.0
549900000000,550200000000,3727144341,8,0.02191,0.002945,1.717e-05,0.0
550200000000,550500000000,3727144341,8,0.0228,0.0029980000000000002,1.907e-05,0.0
550500000000,550800000000,3727144341,8,0.02298,0.00301,1.717e-05,0.0
550800000000,551100000000,3727144341,8,0.02274,0.003094,1.049e-05,0.0
551100000000,551400000000,3727144341,8,0.01971,0.003124,3.529e-05,0.0
551400000000,551700000000,3727144341,8,0.02029,0.002903,8.582999999999999e-06,0.0
551700000000,552000000000,3727144341,8,0.020659999999999998,0.0028190000000000003,1.431e-05,0.0
552000000000,552300000000,3727144341,8,0.02188,0.0031550000000000003,2.193e-05,0.0
552300000000,552600000000,3727144341,8,0.01822,0.002861,2.193e-05,0.0
552600000000,552900000000,3727144341,8,0.019809999999999998,0.00309,1.907e-05,0.0
552900000000,553200000000,3727144341,8,0.01736,0.002853,1.144e-05,0.0
553200000000,553500000000,3727144341,8,0.01813,0.002785,1.144e-05,0.0
553500000000,553800000000,3727144341,8,0.017519999999999997,0.0027199999999999998,9.537e-06,0.0
553800000000,554100000000,3727144341,8,0.018619999999999998,0.002758,1.144e-05,0.0
554100000000,554400000000,3727144341,8,0.02005,0.002991,7.629e-06,0.0
554400000000,554700000000,3727144341,8,0.019530000000000002,0.002956,8.582999999999999e-06,0.0
554700000000,555000000000,3727144341,8,0.01825,0.00288,2.098e-05,0.0
555000000000,555300000000,3727144341,8,0.016630000000000002,0.002708,1.621e-05,0.0
555300000000,555600000000,3727144341,8,0.01587,0.00293,1.526e-05,0.0
555600000000,555900000000,3727144341,8,0.01636,0.00288,1.144e-05,0.0
555900000000,556200000000,3727144341,8,0.01828,0.00288,1.717e-05,0.0
556200000000,556500000000,3727144341,8,0.01584,0.0028190000000000003,1.621e-05,0.0
556500000000,556800000000,3727144341,8,0.01904,0.002983,6.676e-06,0.0
556800000000,557100000000,3727144341,8,0.01593,0.002834,1.24e-05,0.0
557100000000,557400000000,3727144341,8,0.016390000000000002,0.0028989999999999997,1.144e-05,0.0
557400000000,557700000000,3727144341,8,0.015080000000000001,0.002693,1.049e-05,0.0
557700000000,558000000000,3727144341,8,0.01651,0.002869,1.812e-05,0.0
558000000000,558300000000,3727144341,8,0.01846,0.0027660000000000002,1.431e-05,0.0
558300000000,558600000000,3727144341,8,0.01999,0.003036,1.335e-05,0.0
558600000000,558900000000,3727144341,8,0.01685,0.002872,1.335e-05,0.0
558900000000,559200000000,3727144341,8,0.01968,0.002888,1.24e-05,0.0
559200000000,559500000000,3727144341,8,0.0174,0.002884,8.582999999999999e-06,0.0
559500000000,559800000000,3727144341,8,0.01923,0.0030559999999999997,1.621e-05,0.0
559800000000,560100000000,3727144341,8,0.01846,0.002872,6.676e-06,0.0
560100000000,560400000000,3727144341,8,0.018340000000000002,0.002861,1.24e-05,0.0
560400000000,560700000000,3727144341,8,0.0159,0.002712,1.335e-05,0.0
560700000000,561000000000,3727144341,8,0.013919999999999998,0.002621,1.431e-05,0.0
561000000000,561300000000,3727144341,8,0.01518,0.0026780000000000003,1.526e-05,0.0
561300000000,561600000000,3727144341,8,0.01709,0.0027010000000000003,1.526e-05,0.0
561600000000,561900000000,3727144341,8,0.01488,0.002705,9.537e-06,0.0
561900000000,562200000000,3727144341,8,0.01505,0.00275,2.289e-05,0.0
562200000000,562500000000,3727144341,8,0.015719999999999998,0.002747,1.812e-05,0.0
562500000000,562800000000,3727144341,8,0.01469,0.002693,1.621e-05,0.0
562800000000,563100000000,3727144341,8,0.016569999999999998,0.002659,1.621e-05,0.0
563100000000,563400000000,3727144341,8,0.017240000000000002,0.002666,1.717e-05,0.0
563400000000,563700000000,3727144341,8,0.01895,0.002712,2.003e-05,0.0
563700000000,564000000000,3727144341,8,0.01733,0.002838,1.717e-05,0.0
564000000000,564300000000,3727144341,8,0.0181,0.00267,2.098e-05,0.0
564300000000,564600000000,3727144341,8,0.02325,0.002937,2.289e-05,0.0
564600000000,564900000000,3727144341,8,0.02081,0.0029219999999999997,1.431e-05,0.0
564900000000,565200000000,3727144341,8,0.0235,0.003078,1.24e-05,0.0
565200000000,565500000000,3727144341,8,0.02518,0.003136,1.335e-05,0.0
565500000000,565800000000,3727144341,8,0.02426,0.003048,9.537e-06,0.0
565800000000,566100000000,3727144341,8,0.02536,0.0033950000000000004,1.812e-05,0.0
566100000000,566400000000,3727144341,8,0.02371,0.0032689999999999998,1.907e-05,0.0
566400000000,566700000000,3727144341,8,0.02878,0.003414,1.144e-05,0.0
566700000000,567000000000,3727144341,8,0.02945,0.003624,1.907e-05,0.0
567000000000,567300000000,3727144341,8,0.03085,0.003479,8.582999999999999e-06,0.0
567300000000,567600000000,3727144341,8,0.0282,0.0033840000000000003,9.537e-06,0.0
567600000000,567900000000,3727144341,8,0.0289,0.003304,8.582999999999999e-06,0.0
567900000000,568200000000,3727144341,8,0.03015,0.003242,1.24e-05,0.0
568200000000,568500000000,3727144341,8,0.03271,0.003235,1.24e-05,0.0
568500000000,568800000000,3727144341,8,0.03851,0.003288,2.861e-05,0.0
568800000000,569100000000,3727144341,8,0.036930000000000004,0.0032840000000000005,1.717e-05,0.0
569100000000,569400000000,3727144341,8,0.03754,0.0032649999999999997,1.431e-05,0.0
569400000000,569700000000,3727144341,8,0.04364,0.0034289999999999998,1.717e-05,0.0
569700000000,570000000000,3727144341,8,0.04211,0.003426,1.717e-05,0.0
570000000000,570300000000,3727144341,8,0.044489999999999995,0.003437,1.431e-05,0.0
570300000000,570600000000,3727144341,8,0.0451,0.003437,1.144e-05,0.0
570600000000,570900000000,3727144341,8,0.046689999999999995,0.003654,1.621e-05,0.0
570900000000,571200000000,3727144341,8,0.04456,0.003551,1.717e-05,0.0
571200000000,571500000000,3727144341,8,0.04456,0.003544,6.676e-06,0.0
571500000000,571800000000,3727144341,8,0.05072,0.003624,1.621e-05,0.0
571800000000,572100000000,3727144341,8,0.04974,0.003654,1.24e-05,0.0
572100000000,572400000000,3727144341,8,0.05139,0.00367,1.24e-05,0.0
