ST,mean cpu usage,canonical memory usage
237,0.05668133333333334,0.4075
238,0.058048666666666617,0.4075
239,0.0570453333333333,0.4075
240,0.057890666666666646,0.4033333333333333
241,0.062256,0.4091666666666667
242,0.059528000000000005,0.4091666666666667
243,0.057821999999999985,0.4091666666666667
244,0.06695333333333332,0.4091666666666667
245,0.07128933333333332,0.41
246,0.05180133333333333,0.4075
247,0.06317533333333333,0.4033333333333333
248,0.0694933333333333,0.4033333333333333
249,0.06918799999999993,0.4058333333333333
250,0.06880266666666664,0.41
251,0.0708813333333333,0.4075
252,0.061907333333333314,0.4075
253,0.06694733333333332,0.4058333333333333
254,0.06503933333333331,0.4075
255,0.058869333333333336,0.4033333333333333
256,0.06138333333333334,0.4033333333333333
257,0.058815999999999945,0.4033333333333333
258,0.06288933333333334,0.4075
259,0.0701853333333333,0.4075
260,0.0647,0.41
261,0.05846,0.41
262,0.06773799999999999,0.41
263,0.0632286666666666,0.41
264,0.06311733333333333,0.41
265,0.05420533333333333,0.41
266,0.06743999999999996,0.4033333333333333
267,0.06198866666666658,0.405
268,0.055135333333333314,0.4058333333333333
269,0.05335199999999998,0.4058333333333333
270,0.06813466666666662,0.4058333333333333
271,0.05752133333333331,0.4058333333333333
272,0.059049999999999964,0.4058333333333333
273,0.058611333333333335,0.41
274,0.053200666666666646,0.4075
275,0.07163933333333333,0.4075
276,0.04893666666666665,0.4058333333333333
277,0.05301466666666662,0.4058333333333333
278,0.066984,0.4033333333333333
279,0.08931266666666664,0.4075
280,0.08155866666666664,0.4091666666666667
281,0.05397399999999993,0.4058333333333333
282,0.05208333333333332,0.4058333333333333
283,0.052640000000000006,0.4033333333333333
284,0.051274666666666635,0.4075
285,0.05774133333333331,0.4075
286,0.054542,0.4075
287,0.06277066666666663,0.4075
288,0.06172999999999996,0.4091666666666667
289,0.06357666666666666,0.4091666666666667
290,0.05191133333333329,0.4075
291,0.06847866666666666,0.4091666666666667
292,0.058826666666666666,0.4075
293,0.06949933333333332,0.41
294,0.0668833333333333,0.41
295,0.059512,0.4075
296,0.07406266666666667,0.4033333333333333
297,0.06582599999999998,0.4033333333333333
298,0.05534799999999996,0.4033333333333333
299,0.06054466666666662,0.405
300,0.05329866666666664,0.405
301,0.05528266666666663,0.4091666666666667
302,0.060079333333333325,0.405
303,0.05864266666666662,0.4075
304,0.05971399999999997,0.405
305,0.055336666666666666,0.405
306,0.047573333333333336,0.405
307,0.057311999999999995,0.405
308,0.052061999999999956,0.405
309,0.067236,0.405
310,0.060607999999999974,0.4091666666666667
311,0.050324666666666656,0.4091666666666667
312,0.05035733333333329,0.405
313,0.05579399999999996,0.405
314,0.06846133333333333,0.405
315,0.060010666666666636,0.4091666666666667
316,0.06078733333333329,0.4091666666666667
317,0.052724666666666614,0.4075
318,0.05015399999999997,0.405
319,0.05587933333333328,0.4091666666666667
320,0.060170666666666664,0.4116666666666667
321,0.058381333333333334,0.405
322,0.048696666666666666,0.4075
323,0.054004,0.4091666666666667
324,0.047304,0.4091666666666667
325,0.05244333333333329,0.4116666666666667
326,0.05433466666666666,0.4116666666666667
327,0.053759333333333284,0.4091666666666667
328,0.05349666666666666,0.4116666666666667
329,0.05543333333333332,0.4091666666666667
330,0.06162799999999999,0.4116666666666667
331,0.05325533333333334,0.4116666666666667
332,0.05850733333333333,0.4116666666666667
333,0.05296266666666662,0.4058333333333333
334,0.06139133333333333,0.4075
335,0.053865333333333335,0.4075
336,0.056099999999999955,0.4058333333333333
337,0.059194,0.4033333333333333
338,0.055951999999999995,0.4033333333333333
339,0.0704246666666666,0.40166666666666667
340,0.06335399999999998,0.40166666666666667
341,0.06540866666666663,0.4075
342,0.06314933333333327,0.4008333333333333
343,0.054834,0.4033333333333333
344,0.05697999999999997,0.4075
345,0.058328666666666674,0.405
346,0.046777999999999965,0.4075
347,0.04949133333333333,0.4033333333333333
348,0.057735999999999926,0.4075
349,0.06440066666666666,0.4033333333333333
350,0.05355666666666666,0.405
351,0.07221466666666665,0.4033333333333333
352,0.055295333333333314,0.4058333333333333
353,0.053325999999999964,0.4041666666666667
354,0.052109999999999955,0.39916666666666667
355,0.05264799999999995,0.39916666666666667
356,0.05165266666666659,0.40166666666666667
357,0.05466933333333332,0.4075
358,0.05282066666666666,0.40166666666666667
359,0.05766666666666665,0.3975
360,0.04637399999999995,0.405
361,0.0457273333333333,0.4033333333333333
362,0.057588666666666656,0.4058333333333333
363,0.05075333333333329,0.4033333333333333
364,0.058032,0.4033333333333333
365,0.04609733333333333,0.4041666666666667
366,0.04610533333333333,0.40166666666666667
367,0.045083999999999985,0.40166666666666667
368,0.04249999999999997,0.4033333333333333
369,0.047685333333333274,0.40166666666666667
370,0.05175999999999998,0.40166666666666667
371,0.06098799999999996,0.4033333333333333
372,0.06224533333333333,0.4033333333333333
373,0.051481999999999944,0.4033333333333333
374,0.05016666666666665,0.4033333333333333
375,0.05115199999999995,0.4075
376,0.05320266666666663,0.4033333333333333
377,0.044679333333333286,0.40166666666666667
378,0.051895999999999984,0.3975
379,0.045621999999999954,0.39916666666666667
380,0.056897333333333314,0.39916666666666667
381,0.04709666666666665,0.4033333333333333
382,0.05204799999999996,0.4033333333333333
383,0.05768399999999998,0.4033333333333333
384,0.07539066666666666,0.4075
385,0.04719066666666661,0.4075
386,0.042216666666666666,0.4008333333333333
387,0.04352333333333319,0.39916666666666667
388,0.049078000000000004,0.4033333333333333
389,0.04693066666666663,0.405
390,0.046058666666666664,0.4033333333333333
391,0.06007666666666663,0.4033333333333333
392,0.06067666666666667,0.4033333333333333
393,0.06954666666666667,0.4075
394,0.050139333333333334,0.4075
395,0.05452533333333333,0.40166666666666667
396,0.05610266666666666,0.4033333333333333
397,0.08847933333333328,0.40166666666666667
398,0.06945933333333329,0.4
399,0.05497933333333331,0.4033333333333333
400,0.052833333333333336,0.4
401,0.053014666666666654,0.4041666666666667
402,0.057984,0.4058333333333333
403,0.05791266666666665,0.4008333333333333
404,0.06379933333333329,0.4008333333333333
405,0.051039999999999926,0.4
406,0.053769333333333315,0.40166666666666667
407,0.06854733333333328,0.4025
408,0.0549586666666666,0.4008333333333333
409,0.06229333333333331,0.4058333333333333
410,0.05257599999999996,0.4058333333333333
411,0.081012,0.4075
412,0.08180466666666662,0.4058333333333333
413,0.05454333333333329,0.4041666666666667
414,0.05221,0.40166666666666667
415,0.04895599999999997,0.4058333333333333
416,0.06782466666666666,0.4058333333333333
417,0.06801866666666667,0.4058333333333333
418,0.059314000000000006,0.4091666666666667
419,0.06282533333333333,0.405
420,0.05599666666666665,0.40166666666666667
421,0.04925133333333333,0.4041666666666667
422,0.04885333333333333,0.4058333333333333
423,0.053433999999999995,0.4041666666666667
424,0.046797999999999965,0.4075
425,0.05588266666666666,0.4058333333333333
426,0.059279999999999985,0.4058333333333333
427,0.059931999999999985,0.4091666666666667
428,0.06607266666666664,0.41
429,0.056263333333333304,0.4075
430,0.051372666666666615,0.4091666666666667
431,0.058242,0.4033333333333333
432,0.05074266666666663,0.4075
433,0.05432933333333333,0.4075
434,0.06166733333333329,0.4091666666666667
435,0.07002933333333332,0.4091666666666667
436,0.06316133333333332,0.4116666666666667
437,0.059207333333333306,0.4091666666666667
438,0.06001466666666663,0.405
439,0.05912399999999999,0.4033333333333333
440,0.055536,0.40166666666666667
441,0.06016066666666667,0.40166666666666667
442,0.058413999999999924,0.40166666666666667
443,0.049266,0.40166666666666667
444,0.04995866666666663,0.4033333333333333
445,0.05951666666666667,0.3975
446,0.06613266666666666,0.40166666666666667
447,0.06176466666666665,0.40166666666666667
448,0.05130133333333331,0.4041666666666667
449,0.058967333333333316,0.40166666666666667
450,0.052847999999999944,0.40166666666666667
451,0.05927066666666667,0.4033333333333333
452,0.07406533333333325,0.4083333333333333
453,0.0705013333333333,0.4075
454,0.05783999999999995,0.4033333333333333
455,0.052129999999999996,0.405
456,0.05595933333333332,0.4025
457,0.05747466666666663,0.4008333333333333
458,0.05898133333333332,0.4033333333333333
459,0.058578000000000005,0.4025
460,0.05674333333333331,0.4008333333333333
461,0.05483066666666665,0.4075
462,0.053044666666666636,0.4075
463,0.07317533333333333,0.4075
464,0.06821333333333333,0.4091666666666667
465,0.08463599999999996,0.4091666666666667
466,0.07486466666666666,0.4075
467,0.09281,0.4075
468,0.08661533333333334,0.4091666666666667
469,0.0690826666666666,0.4091666666666667
470,0.0644713333333333,0.4091666666666667
471,0.07880066666666666,0.4033333333333333
472,0.058814666666666675,0.4033333333333333
473,0.06519133333333332,0.39916666666666667
474,0.058317333333333304,0.39916666666666667
475,0.05566733333333332,0.4033333333333333
476,0.06016599999999997,0.405
477,0.06192466666666663,0.405
478,0.06216066666666667,0.405
479,0.06961666666666663,0.4091666666666667
480,0.07101999999999996,0.4091666666666667
481,0.08484266666666666,0.4075
482,0.06650133333333326,0.4075
483,0.06298199999999994,0.4075
484,0.06947333333333332,0.4075
485,0.06347466666666667,0.4075
486,0.06164133333333329,0.4075
487,0.08108533333333333,0.4075
488,0.0640846666666666,0.4091666666666667
489,0.0691873333333333,0.4075
490,0.06590866666666667,0.4075
491,0.060344666666666665,0.4075
492,0.07337933333333332,0.4058333333333333
493,0.06610533333333331,0.4075
494,0.06452599999999996,0.4058333333333333
495,0.06762266666666664,0.4075
496,0.059165999999999996,0.4075
497,0.06191733333333334,0.4075
498,0.07406666666666664,0.4075
499,0.0730133333333333,0.4075
500,0.0959453333333333,0.4075
501,0.09275599999999999,0.4075
502,0.07037799999999998,0.4091666666666667
503,0.06594799999999996,0.405
504,0.062399333333333334,0.4091666666666667
505,0.06958533333333332,0.4066666666666667
506,0.06450333333333329,0.4116666666666667
507,0.07415333333333328,0.4091666666666667
508,0.06877999999999997,0.4091666666666667
509,0.06349799999999996,0.4091666666666667
510,0.07231399999999996,0.4116666666666667
511,0.07257333333333334,0.4091666666666667
512,0.07962933333333327,0.4091666666666667
513,0.07452199999999999,0.4091666666666667
514,0.06987666666666667,0.4075
515,0.06818266666666667,0.4075
516,0.07453466666666664,0.4075
517,0.06362866666666665,0.4075
518,0.07907399999999996,0.4075
519,0.0734973333333333,0.41
520,0.07686733333333329,0.4075
521,0.06239599999999991,0.4075
522,0.06319999999999996,0.4075
523,0.07220933333333333,0.4075
524,0.08753999999999992,0.4075
525,0.05668133333333334,0.4075
526,0.058048666666666617,0.4075
527,0.0570453333333333,0.4075
528,0.057890666666666646,0.4033333333333333
529,0.062256,0.4091666666666667
530,0.059528000000000005,0.4091666666666667
531,0.057821999999999985,0.4091666666666667
532,0.06695333333333332,0.4091666666666667
533,0.07128933333333332,0.41
534,0.05180133333333333,0.4075
535,0.06317533333333333,0.4033333333333333
536,0.0694933333333333,0.4033333333333333
537,0.06918799999999993,0.4058333333333333
538,0.06880266666666664,0.41
539,0.0708813333333333,0.4075
540,0.061907333333333314,0.4075
541,0.06694733333333332,0.4058333333333333
542,0.06503933333333331,0.4075
543,0.058869333333333336,0.4033333333333333
544,0.06138333333333334,0.4033333333333333
545,0.058815999999999945,0.4033333333333333
546,0.06288933333333334,0.4075
547,0.0701853333333333,0.4075
548,0.0647,0.41
549,0.05846,0.41
550,0.06773799999999999,0.41
551,0.0632286666666666,0.41
552,0.06311733333333333,0.41
553,0.05420533333333333,0.41
554,0.06743999999999996,0.4033333333333333
555,0.06198866666666658,0.405
556,0.055135333333333314,0.4058333333333333
557,0.05335199999999998,0.4058333333333333
558,0.06813466666666662,0.4058333333333333
559,0.05752133333333331,0.4058333333333333
560,0.059049999999999964,0.4058333333333333
561,0.058611333333333335,0.41
562,0.053200666666666646,0.4075
563,0.07163933333333333,0.4075
564,0.04893666666666665,0.4058333333333333
565,0.05301466666666662,0.4058333333333333
566,0.066984,0.4033333333333333
567,0.08931266666666664,0.4075
568,0.08155866666666664,0.4091666666666667
569,0.05397399999999993,0.4058333333333333
570,0.05208333333333332,0.4058333333333333
571,0.052640000000000006,0.4033333333333333
572,0.051274666666666635,0.4075
573,0.05774133333333331,0.4075
574,0.054542,0.4075
575,0.06277066666666663,0.4075
576,0.06172999999999996,0.4091666666666667
577,0.06357666666666666,0.4091666666666667
578,0.05191133333333329,0.4075
579,0.06847866666666666,0.4091666666666667
580,0.058826666666666666,0.4075
581,0.06949933333333332,0.41
582,0.0668833333333333,0.41
583,0.059512,0.4075
584,0.07406266666666667,0.4033333333333333
585,0.06582599999999998,0.4033333333333333
586,0.05534799999999996,0.4033333333333333
587,0.06054466666666662,0.405
588,0.05329866666666664,0.405
589,0.05528266666666663,0.4091666666666667
590,0.060079333333333325,0.405
591,0.05864266666666662,0.4075
592,0.05971399999999997,0.405
593,0.055336666666666666,0.405
594,0.047573333333333336,0.405
595,0.057311999999999995,0.405
596,0.052061999999999956,0.405
597,0.067236,0.405
598,0.060607999999999974,0.4091666666666667
599,0.050324666666666656,0.4091666666666667
600,0.05035733333333329,0.405
601,0.05579399999999996,0.405
602,0.06846133333333333,0.405
603,0.060010666666666636,0.4091666666666667
604,0.06078733333333329,0.4091666666666667
605,0.052724666666666614,0.4075
606,0.05015399999999997,0.405
607,0.05587933333333328,0.4091666666666667
608,0.060170666666666664,0.4116666666666667
609,0.058381333333333334,0.405
610,0.048696666666666666,0.4075
611,0.054004,0.4091666666666667
612,0.047304,0.4091666666666667
613,0.05244333333333329,0.4116666666666667
614,0.05433466666666666,0.4116666666666667
615,0.053759333333333284,0.4091666666666667
616,0.05349666666666666,0.4116666666666667
617,0.05543333333333332,0.4091666666666667
618,0.06162799999999999,0.4116666666666667
619,0.05325533333333334,0.4116666666666667
620,0.05850733333333333,0.4116666666666667
621,0.05296266666666662,0.4058333333333333
622,0.06139133333333333,0.4075
623,0.053865333333333335,0.4075
624,0.056099999999999955,0.4058333333333333
625,0.059194,0.4033333333333333
626,0.055951999999999995,0.4033333333333333
627,0.0704246666666666,0.40166666666666667
628,0.06335399999999998,0.40166666666666667
629,0.06540866666666663,0.4075
630,0.06314933333333327,0.4008333333333333
631,0.054834,0.4033333333333333
632,0.05697999999999997,0.4075
633,0.058328666666666674,0.405
634,0.046777999999999965,0.4075
635,0.04949133333333333,0.4033333333333333
636,0.057735999999999926,0.4075
637,0.06440066666666666,0.4033333333333333
638,0.05355666666666666,0.405
639,0.07221466666666665,0.4033333333333333
640,0.055295333333333314,0.4058333333333333
641,0.053325999999999964,0.4041666666666667
642,0.052109999999999955,0.39916666666666667
643,0.05264799999999995,0.39916666666666667
644,0.05165266666666659,0.40166666666666667
645,0.05466933333333332,0.4075
646,0.05282066666666666,0.40166666666666667
647,0.05766666666666665,0.3975
648,0.04637399999999995,0.405
649,0.0457273333333333,0.4033333333333333
650,0.057588666666666656,0.4058333333333333
651,0.05075333333333329,0.4033333333333333
652,0.058032,0.4033333333333333
653,0.04609733333333333,0.4041666666666667
654,0.04610533333333333,0.40166666666666667
655,0.045083999999999985,0.40166666666666667
656,0.04249999999999997,0.4033333333333333
657,0.047685333333333274,0.40166666666666667
658,0.05175999999999998,0.40166666666666667
659,0.06098799999999996,0.4033333333333333
660,0.06224533333333333,0.4033333333333333
661,0.051481999999999944,0.4033333333333333
662,0.05016666666666665,0.4033333333333333
663,0.05115199999999995,0.4075
664,0.05320266666666663,0.4033333333333333
665,0.044679333333333286,0.40166666666666667
666,0.051895999999999984,0.3975
667,0.045621999999999954,0.39916666666666667
668,0.056897333333333314,0.39916666666666667
669,0.04709666666666665,0.4033333333333333
670,0.05204799999999996,0.4033333333333333
671,0.05768399999999998,0.4033333333333333
672,0.07539066666666666,0.4075
673,0.04719066666666661,0.4075
674,0.042216666666666666,0.4008333333333333
675,0.04352333333333319,0.39916666666666667
676,0.049078000000000004,0.4033333333333333
677,0.04693066666666663,0.405
678,0.046058666666666664,0.4033333333333333
679,0.06007666666666663,0.4033333333333333
680,0.06067666666666667,0.4033333333333333
681,0.06954666666666667,0.4075
682,0.050139333333333334,0.4075
683,0.05452533333333333,0.40166666666666667
684,0.05610266666666666,0.4033333333333333
685,0.08847933333333328,0.40166666666666667
686,0.06945933333333329,0.4
687,0.05497933333333331,0.4033333333333333
688,0.052833333333333336,0.4
689,0.053014666666666654,0.4041666666666667
690,0.057984,0.4058333333333333
691,0.05791266666666665,0.4008333333333333
692,0.06379933333333329,0.4008333333333333
693,0.051039999999999926,0.4
694,0.053769333333333315,0.40166666666666667
695,0.06854733333333328,0.4025
696,0.0549586666666666,0.4008333333333333
697,0.06229333333333331,0.4058333333333333
698,0.05257599999999996,0.4058333333333333
699,0.081012,0.4075
700,0.08180466666666662,0.4058333333333333
701,0.05454333333333329,0.4041666666666667
702,0.05221,0.40166666666666667
703,0.04895599999999997,0.4058333333333333
704,0.06782466666666666,0.4058333333333333
705,0.06801866666666667,0.4058333333333333
706,0.059314000000000006,0.4091666666666667
707,0.06282533333333333,0.405
708,0.05599666666666665,0.40166666666666667
709,0.04925133333333333,0.4041666666666667
710,0.04885333333333333,0.4058333333333333
711,0.053433999999999995,0.4041666666666667
712,0.046797999999999965,0.4075
713,0.05588266666666666,0.4058333333333333
714,0.059279999999999985,0.4058333333333333
715,0.059931999999999985,0.4091666666666667
716,0.06607266666666664,0.41
717,0.056263333333333304,0.4075
718,0.051372666666666615,0.4091666666666667
719,0.058242,0.4033333333333333
720,0.05074266666666663,0.4075
721,0.05432933333333333,0.4075
722,0.06166733333333329,0.4091666666666667
723,0.07002933333333332,0.4091666666666667
724,0.06316133333333332,0.4116666666666667
725,0.059207333333333306,0.4091666666666667
726,0.06001466666666663,0.405
727,0.05912399999999999,0.4033333333333333
728,0.055536,0.40166666666666667
729,0.06016066666666667,0.40166666666666667
730,0.058413999999999924,0.40166666666666667
731,0.049266,0.40166666666666667
732,0.04995866666666663,0.4033333333333333
733,0.05951666666666667,0.3975
734,0.06613266666666666,0.40166666666666667
735,0.06176466666666665,0.40166666666666667
736,0.05130133333333331,0.4041666666666667
737,0.058967333333333316,0.40166666666666667
738,0.052847999999999944,0.40166666666666667
739,0.05927066666666667,0.4033333333333333
740,0.07406533333333325,0.4083333333333333
741,0.0705013333333333,0.4075
742,0.05783999999999995,0.4033333333333333
743,0.052129999999999996,0.405
744,0.05595933333333332,0.4025
745,0.05747466666666663,0.4008333333333333
746,0.05898133333333332,0.4033333333333333
747,0.058578000000000005,0.4025
748,0.05674333333333331,0.4008333333333333
749,0.05483066666666665,0.4075
750,0.053044666666666636,0.4075
751,0.07317533333333333,0.4075
752,0.06821333333333333,0.4091666666666667
753,0.08463599999999996,0.4091666666666667
754,0.07486466666666666,0.4075
755,0.09281,0.4075
756,0.08661533333333334,0.4091666666666667
757,0.0690826666666666,0.4091666666666667
758,0.0644713333333333,0.4091666666666667
759,0.07880066666666666,0.4033333333333333
760,0.058814666666666675,0.4033333333333333
761,0.06519133333333332,0.39916666666666667
762,0.058317333333333304,0.39916666666666667
763,0.05566733333333332,0.4033333333333333
764,0.06016599999999997,0.405
765,0.06192466666666663,0.405
766,0.06216066666666667,0.405
767,0.06961666666666663,0.4091666666666667
768,0.07101999999999996,0.4091666666666667
769,0.08484266666666666,0.4075
770,0.06650133333333326,0.4075
771,0.06298199999999994,0.4075
772,0.06947333333333332,0.4075
773,0.06347466666666667,0.4075
